ID,cow_ID,Parity,DIM,my
1001_8,1388,8,81,42.0432074423873
1001_8,1388,8,82,44.8240652786265
1001_8,1388,8,83,42.6065121443083
1001_8,1388,8,84,42.2567984360884
1001_8,1388,8,85,43.5456117909443
1001_8,1388,8,86,42.3643196501829
1001_8,1388,8,88,41.2152140694518
1001_8,1388,8,89,39.9178268751836
1001_8,1388,8,90,42.0572558750025
1001_8,1388,8,93,41.6575847508703
1001_8,1388,8,94,43.2469212418677
1001_8,1388,8,95,42.6357199406931
1001_8,1388,8,97,42.2369952165184
1001_8,1388,8,98,39.3627305477198
1001_8,1388,8,99,42.5216447535569
1001_8,1388,8,100,40.7769659323766
1001_8,1388,8,101,42.0930343242031
1001_8,1388,8,102,42.0925241441664
1001_8,1388,8,103,41.4304114240743
1001_8,1388,8,105,42.7134517300083
1001_8,1388,8,106,39.7538570853696
1001_8,1388,8,107,38.9583766669193
1001_8,1388,8,108,40.801633322421
1001_8,1388,8,109,42.2807000689241
1001_8,1388,8,110,41.6167416259449
1001_8,1388,8,111,40.6939506571487
1001_8,1388,8,112,39.4427244444145
1001_8,1388,8,113,40.0697970281832
1001_8,1388,8,114,40.4424114532805
1001_8,1388,8,115,40.9135892299048
1001_8,1388,8,119,40.2622923564331
1001_8,1388,8,121,40.2959531340296
1001_8,1388,8,123,41.7238159106841
1001_8,1388,8,124,37.2166543099842
1001_8,1388,8,125,39.5504080591743
1001_8,1388,8,126,40.7425336009357
1001_8,1388,8,127,37.7816541406246
1001_8,1388,8,128,38.3042411338358
1001_8,1388,8,129,37.5305338239145
1001_8,1388,8,130,38.7753864457615
1001_8,1388,8,131,40.9491677946501
1001_8,1388,8,132,40.6711092253232
1001_8,1388,8,133,41.5123910257812
1001_8,1388,8,134,37.7488344187844
1001_8,1388,8,135,40.534916036369
1001_8,1388,8,136,39.2211734107055
1001_8,1388,8,137,41.3039076754713
1001_8,1388,8,138,39.2126950327075
1001_8,1388,8,139,38.1367485475901
1001_8,1388,8,140,37.3711364387049
1001_8,1388,8,141,38.2297583451489
1001_8,1388,8,142,38.2793937438925
1001_8,1388,8,143,39.7288197578568
1001_8,1388,8,144,37.7177995916178
1001_8,1388,8,145,36.4240853258333
1001_8,1388,8,146,36.8318183381938
1001_8,1388,8,147,39.348404603869
1001_8,1388,8,148,34.8445829712267
1001_8,1388,8,149,37.6478122638501
1001_8,1388,8,151,35.8577976190533
1001_8,1388,8,152,37.0222808696805
1001_8,1388,8,153,37.1945015731875
1001_8,1388,8,154,36.8834475697262
1001_8,1388,8,155,39.0024888720478
1001_8,1388,8,156,36.9131664142863
1001_8,1388,8,157,35.7073267150066
1001_8,1388,8,158,33.2403043410271
1001_8,1388,8,159,40.014065225416
1001_8,1388,8,160,35.7184928557808
1001_8,1388,8,161,35.2975375158811
1001_8,1388,8,162,34.8352628423964
1001_8,1388,8,163,34.3305214255053
1001_8,1388,8,164,37.4759776928687
1001_8,1388,8,165,33.9137507836862
1001_8,1388,8,166,35.4134066055802
1001_8,1388,8,167,36.518530319683
1001_8,1388,8,169,34.6694203707456
1001_8,1388,8,170,35.2794820888711
1001_8,1388,8,171,32.8415200267996
1001_8,1388,8,172,32.4448745482999
1001_8,1388,8,173,32.1845706216351
1001_8,1388,8,174,35.6312180670127
1001_8,1388,8,175,33.7730847192845
1001_8,1388,8,176,36.5070038221606
1001_8,1388,8,177,32.629864507095
1001_8,1388,8,178,33.9981813724335
1001_8,1388,8,179,32.3540176645347
1001_8,1388,8,180,32.9711807925421
1001_8,1388,8,181,32.2850413098784
1001_8,1388,8,182,32.8377485576378
1001_8,1388,8,183,33.9492559083061
1001_8,1388,8,184,31.0930343690015
1001_8,1388,8,185,34.3367976083225
1001_8,1388,8,186,32.2163117124648
1001_8,1388,8,187,31.4230399562258
1001_8,1388,8,188,33.1912847230917
1001_8,1388,8,189,30.1952197486048
1001_8,1388,8,190,31.0182452648011
1001_8,1388,8,191,30.2208173431916
1001_8,1388,8,192,32.7374726305615
1001_8,1388,8,193,32.3111465018676
1001_8,1388,8,194,31.0073755148391
1001_8,1388,8,195,29.4825267156788
1001_8,1388,8,196,31.9163070886249
1001_8,1388,8,197,32.8405522545017
1001_8,1388,8,198,31.3061439090289
1001_8,1388,8,199,31.6647801084168
1001_8,1388,8,200,28.370007797722
1001_8,1388,8,201,31.0539456638042
1001_8,1388,8,203,32.4595298653132
1001_8,1388,8,204,30.2065905860063
1001_8,1388,8,205,29.6749939143564
1001_8,1388,8,206,25.8403932306736
1001_8,1388,8,207,28.6181141670361
1001_8,1388,8,208,28.8564912939537
1001_8,1388,8,209,28.8687051895477
1001_8,1388,8,210,28.2840363685834
1001_8,1388,8,211,27.5120685936291
1001_8,1388,8,212,29.3896391669836
1001_8,1388,8,213,28.1227717885126
1001_8,1388,8,214,26.1217400839276
1001_8,1388,8,215,27.8200104381308
1001_8,1388,8,216,26.7415015703335
1001_8,1388,8,217,28.7338721040149
1001_8,1388,8,218,26.9605512966043
1001_8,1388,8,219,29.4383393018482
1001_8,1388,8,221,27.6861550330957
1001_8,1388,8,222,29.0036349965494
1001_8,1388,8,223,26.3730450744895
1001_8,1388,8,224,27.4000855598748
1001_8,1388,8,226,25.8575841899503
1001_8,1388,8,227,27.0186586546578
1001_8,1388,8,228,29.3625293032134
1001_8,1388,8,229,29.0905304018314
1001_8,1388,8,231,26.0316962251487
1001_8,1388,8,232,27.6178292202639
1001_8,1388,8,234,22.7270227801587
1001_8,1388,8,235,27.4277415869166
1001_8,1388,8,237,26.6988447609268
1001_8,1388,8,238,27.50487625087
1001_8,1388,8,239,24.7647707735282
1001_8,1388,8,240,23.9501606726241
1001_8,1388,8,241,26.4141866793279
1001_8,1388,8,242,25.1744011505123
1001_8,1388,8,243,26.7578903817346
1001_8,1388,8,245,21.7348429915793
1001_8,1388,8,246,24.4553636393892
1001_8,1388,8,247,24.1554755342617
1001_8,1388,8,248,23.8616688603649
1001_8,1388,8,249,24.3297764343625
1001_8,1388,8,250,25.5060740262615
1001_8,1388,8,251,23.5522017175317
1001_8,1388,8,252,23.9284245880609
1001_8,1388,8,253,20.9305126902215
1001_8,1388,8,254,24.5758099049596
1001_8,1388,8,255,23.7999484166838
1001_8,1388,8,256,22.8487092866742
1001_8,1388,8,257,24.1276910580504
1001_8,1388,8,258,23.9969765336812
1001_8,1388,8,259,23.0345665591844
1001_8,1388,8,260,23.0575136586382
1001_8,1388,8,262,24.075594164683
1001_8,1388,8,263,22.9168050445142
1001_8,1388,8,264,22.7791282274308
1001_8,1388,8,265,24.0824691034229
1001_8,1388,8,266,19.8511629165816
1001_8,1388,8,267,22.116202806704
1001_8,1388,8,268,21.7498998267163
1001_8,1388,8,269,22.5591892728071
1001_8,1388,8,270,21.7536522513124
1001_8,1388,8,271,22.6876940625892
1001_8,1388,8,272,21.2095403709391
1001_8,1388,8,274,20.9411480281983
1001_8,1388,8,275,21.0970656595009
1001_8,1388,8,276,18.3814617043742
1001_8,1388,8,277,18.6640973291885
1001_8,1388,8,278,18.3716050599233
1001_8,1388,8,279,20.4155084856615
1001_8,1388,8,281,19.2491039688238
1001_8,1388,8,282,19.9662308482354
1001_8,1388,8,283,21.9252063664117
1001_8,1388,8,284,21.4303024974461
1001_8,1388,8,286,20.942142409894
1001_8,1388,8,287,20.2630611692511
1001_8,1388,8,288,21.7445049692668
1001_8,1388,8,289,18.508452611754
1001_8,1388,8,290,17.2335790865874
1001_8,1388,8,291,17.587358338437
1001_8,1388,8,293,18.5340219883877
1001_8,1388,8,296,19.3365740233491
1001_8,1388,8,297,16.8891089790528
1001_8,1388,8,298,14.656884292882
1001_8,1388,8,299,17.6389347649333
1001_8,1388,8,300,16.177940112043
1001_8,1388,8,301,19.6153009465023
1001_8,1388,8,302,20.1395165529762
1001_8,1388,8,303,17.6861768433406
1001_8,1388,8,304,17.9031356138961
1001_8,1388,8,306,19.2265411687613
1001_8,1388,8,307,18.8972599747726
1001_8,1388,8,308,19.6782942907747
1001_8,1388,8,309,19.6825640853336
1001_8,1388,8,310,17.9539188523653
1001_8,1388,8,311,19.3791539033408
1001_8,1388,8,312,18.5308455204067
1001_8,1388,8,313,20.2009536952086
1001_8,1388,8,314,15.5230357190707
1001_8,1388,8,315,18.256550708065
1001_8,1388,8,316,17.0530748126466
1001_8,1388,8,317,14.2490029795158
1001_8,1388,8,318,15.7149093924076
1001_8,1388,8,319,16.671039712112
1001_8,1388,8,320,17.7341884475022
1001_8,1388,8,321,16.4212467027771
1001_8,1388,8,322,16.9702638756298
1001_8,1388,8,324,13.4300001720583
1001_8,1388,8,325,15.6678877334843
1001_8,1388,8,326,15.9091086049609
1001_8,1388,8,327,15.9281707987271
1001_8,1388,8,328,17.1142440185167
1001_8,1388,8,329,18.150952425596
1001_8,1388,8,330,15.3270605216617
1001_8,1388,8,331,17.0643849944909
1001_8,1388,8,332,15.1730799777929
1001_8,1388,8,333,16.3344640706535
1001_8,1388,8,334,14.8913549798446
1001_8,1388,8,335,15.426683266181
1001_8,1388,8,336,14.8368860447658
1001_8,1388,8,337,13.7947826120149
1001_8,1388,8,338,15.7024454078855
1001_8,1388,8,339,10.3342505985533
1001_8,1388,8,340,14.1858368292584
1001_8,1388,8,341,14.5980463401543
1001_8,1388,8,342,13.689447344355
1001_8,1388,8,343,12.540375851522
1001_8,1388,8,344,14.8570505310176
1001_8,1388,8,345,15.4256903334312
1001_8,1388,8,346,14.3214160051161
1001_8,1388,8,348,11.5889578738656
1001_8,1388,8,349,17.7907095430691
1001_8,1388,8,350,12.8672617626298
1001_8,1388,8,351,13.045502339664
1001_8,1388,8,352,15.9362525451258
1001_8,1388,8,353,15.3784506923914
1001_8,1388,8,354,15.1117589634396
1001_8,1388,8,355,13.5876517451588
1001_8,1388,8,356,13.3568716634384
1001_8,1388,8,357,12.8655214869583
1001_8,1388,8,358,13.8175385700469
1001_8,1388,8,359,12.1477888678091
1001_8,1388,8,361,12.1561708430336
1001_8,1388,8,362,12.3302372596222
1001_8,1388,8,363,9.71081894748227
1001_8,1388,8,364,12.1629322732938
1001_8,1388,8,365,14.7471500152052
1001_8,1388,8,366,10.6397407036662
1001_8,1388,8,367,13.4171986497785
1001_8,1388,8,368,12.2311306899692
1001_8,1388,8,369,15.3737739554624
1001_8,1388,8,371,13.2727600178302
1001_8,1388,8,373,11.7803252521165
1002_1,1965,1,9,42.8420434867212
1002_1,1965,1,10,45.0180296599009
1002_1,1965,1,11,47.7500792402556
1002_1,1965,1,12,46.0722383878428
1002_1,1965,1,14,47.9502884186007
1002_1,1965,1,15,50.2189058946261
1002_1,1965,1,16,51.2277062230562
1002_1,1965,1,17,50.2133872997494
1002_1,1965,1,18,53.0135647540004
1002_1,1965,1,19,50.0244544590918
1002_1,1965,1,20,51.6764835207431
1002_1,1965,1,21,52.1987038214756
1002_1,1965,1,22,53.4046142035756
1002_1,1965,1,23,54.5000619885071
1002_1,1965,1,25,56.3931109119069
1002_1,1965,1,26,56.1235059160232
1002_1,1965,1,27,56.4526695698671
1002_1,1965,1,28,56.3136644462596
1002_1,1965,1,29,58.7442921108034
1002_1,1965,1,30,57.1982889514339
1002_1,1965,1,31,57.7997876561609
1002_1,1965,1,32,58.1373460211896
1002_1,1965,1,33,56.4423943791283
1002_1,1965,1,34,60.6439167897616
1002_1,1965,1,35,58.5045020959864
1002_1,1965,1,37,61.3540908981388
1002_1,1965,1,38,57.5970152852194
1002_1,1965,1,40,57.7458009583427
1002_1,1965,1,41,60.1966020262955
1002_1,1965,1,43,61.1375110170905
1002_1,1965,1,44,58.8837467271511
1002_1,1965,1,45,59.4812442940973
1002_1,1965,1,46,58.4654229646796
1002_1,1965,1,47,58.5357664202516
1002_1,1965,1,48,57.6233215881417
1002_1,1965,1,49,59.6205497078354
1002_1,1965,1,50,58.0525940676599
1002_1,1965,1,53,56.0457866837367
1002_1,1965,1,54,59.7369907950844
1002_1,1965,1,55,60.2245664088387
1002_1,1965,1,56,60.2782511133598
1002_1,1965,1,57,58.0249242658193
1002_1,1965,1,58,59.040284841801
1002_1,1965,1,59,57.4391843343357
1002_1,1965,1,60,59.6763286352742
1002_1,1965,1,61,59.0980800562967
1002_1,1965,1,62,62.1065674173026
1002_1,1965,1,63,61.9958131192438
1002_1,1965,1,64,61.4967603249378
1002_1,1965,1,65,57.2055178032308
1002_1,1965,1,66,61.6302421408661
1002_1,1965,1,67,57.0156558427421
1002_1,1965,1,68,59.4705334116338
1002_1,1965,1,69,59.4204092989864
1002_1,1965,1,70,58.7733101731891
1002_1,1965,1,71,57.0398504556649
1002_1,1965,1,72,58.8992526758874
1002_1,1965,1,73,57.7520747345996
1002_1,1965,1,74,57.974887912017
1002_1,1965,1,75,59.5827072973319
1002_1,1965,1,77,61.759649295594
1002_1,1965,1,78,55.404041502851
1002_1,1965,1,79,58.3042971459493
1002_1,1965,1,80,59.1452243152435
1002_1,1965,1,81,58.7448695229272
1002_1,1965,1,82,58.1351222661846
1002_1,1965,1,83,59.3305374556245
1002_1,1965,1,84,57.6549026417766
1002_1,1965,1,86,57.1714742143197
1002_1,1965,1,88,56.3073535746636
1002_1,1965,1,89,58.0491623541085
1002_1,1965,1,90,56.3576737881433
1002_1,1965,1,91,58.6735789889951
1002_1,1965,1,92,55.4739815160492
1002_1,1965,1,93,57.8466437882166
1002_1,1965,1,94,59.4993620438903
1002_1,1965,1,95,53.9016175666928
1002_1,1965,1,98,54.0943193873683
1002_1,1965,1,99,56.4184337302516
1002_1,1965,1,100,59.1657005050887
1002_1,1965,1,101,54.5992034567854
1002_1,1965,1,102,57.8439756787547
1002_1,1965,1,103,56.6139112671833
1002_1,1965,1,104,53.6578109055571
1002_1,1965,1,105,55.8009238960396
1002_1,1965,1,107,56.1953189075254
1002_1,1965,1,108,56.4594483697145
1002_1,1965,1,110,55.2225958164755
1002_1,1965,1,111,53.894021507198
1002_1,1965,1,112,56.3988093662957
1002_1,1965,1,113,55.2295424337857
1002_1,1965,1,114,52.8537538778215
1002_1,1965,1,115,53.2550892910621
1002_1,1965,1,116,55.9704630077876
1002_1,1965,1,117,52.4148660766792
1002_1,1965,1,118,55.8026067382897
1002_1,1965,1,119,55.6704152314927
1002_1,1965,1,120,56.2510911663917
1002_1,1965,1,121,54.8000076738384
1002_1,1965,1,122,52.5743863127768
1002_1,1965,1,123,54.7154821551271
1002_1,1965,1,124,49.4226824003497
1002_1,1965,1,125,55.3562926196458
1002_1,1965,1,126,53.0780151429747
1002_1,1965,1,127,50.6573550367284
1002_1,1965,1,128,52.0194754305308
1002_1,1965,1,129,52.687095270051
1002_1,1965,1,130,52.4558871902927
1002_1,1965,1,131,51.9991210058104
1002_1,1965,1,132,52.5074832184254
1002_1,1965,1,133,52.2064707491462
1002_1,1965,1,134,52.937454213373
1002_1,1965,1,135,51.9387551869016
1002_1,1965,1,136,50.5145085011267
1002_1,1965,1,137,50.5290506048891
1002_1,1965,1,138,49.9623654823766
1002_1,1965,1,140,53.5039727228835
1002_1,1965,1,141,51.9149977677603
1002_1,1965,1,142,51.3811438573292
1002_1,1965,1,143,49.4702270552277
1002_1,1965,1,144,53.3015197871475
1002_1,1965,1,145,52.2449569229632
1002_1,1965,1,146,51.6142602492406
1002_1,1965,1,148,51.1581629573175
1002_1,1965,1,149,51.0563446830898
1002_1,1965,1,150,50.6731514903833
1002_1,1965,1,152,49.0777680809233
1002_1,1965,1,153,50.6571995972107
1002_1,1965,1,154,51.0271417399058
1002_1,1965,1,156,49.6488399060686
1002_1,1965,1,157,50.2930437398136
1002_1,1965,1,158,48.7075846893405
1002_1,1965,1,159,52.0905496174748
1002_1,1965,1,160,47.5204921947638
1002_1,1965,1,161,49.1682534246458
1002_1,1965,1,162,50.5263539404824
1002_1,1965,1,163,47.5364402872155
1002_1,1965,1,164,49.7521399487646
1002_1,1965,1,165,48.673880202329
1002_1,1965,1,166,49.9754251221208
1002_1,1965,1,167,49.0654779009179
1002_1,1965,1,168,48.6566411965616
1002_1,1965,1,170,50.6880119003232
1002_1,1965,1,171,49.3964400430647
1002_1,1965,1,172,46.9932827081912
1002_1,1965,1,173,47.927108697975
1002_1,1965,1,174,46.6419844918663
1002_1,1965,1,176,48.4014758704734
1002_1,1965,1,177,45.9933823234848
1002_1,1965,1,178,46.2745703672732
1002_1,1965,1,179,47.2079672279214
1002_1,1965,1,180,45.2165511253419
1002_1,1965,1,181,47.4334871892578
1002_1,1965,1,182,47.9080748191043
1002_1,1965,1,183,48.8734816053964
1002_1,1965,1,184,47.5106877914827
1002_1,1965,1,185,46.9608710356284
1002_1,1965,1,186,45.5901824610123
1002_1,1965,1,187,46.8746377768606
1002_1,1965,1,188,49.467562465366
1002_1,1965,1,189,47.1612896833857
1002_1,1965,1,190,49.6857449900762
1002_1,1965,1,191,45.0611853595918
1002_1,1965,1,192,45.4225154217061
1002_1,1965,1,193,48.2150729279477
1002_1,1965,1,194,45.8943068889862
1002_1,1965,1,195,46.2282806177987
1002_1,1965,1,196,45.641996100108
1002_1,1965,1,197,46.0980370028776
1002_1,1965,1,198,44.9761411591122
1002_1,1965,1,199,46.4772667948179
1002_1,1965,1,200,44.2160033652646
1002_1,1965,1,202,46.4415434866509
1002_1,1965,1,203,45.9475627524264
1002_1,1965,1,204,45.509402162925
1002_1,1965,1,205,44.952559848999
1002_1,1965,1,206,46.3021533738742
1002_1,1965,1,208,44.8207406973522
1002_1,1965,1,209,42.7326256768422
1002_1,1965,1,210,48.2860097683929
1002_1,1965,1,211,46.5150153538909
1002_1,1965,1,212,42.4714188754264
1002_1,1965,1,213,44.5500546715415
1002_1,1965,1,214,45.7363627110767
1002_1,1965,1,215,44.7369206431311
1002_1,1965,1,216,43.6390585048081
1002_1,1965,1,217,45.2302839340493
1002_1,1965,1,219,43.7587540910197
1002_1,1965,1,220,45.3574102362849
1002_1,1965,1,221,43.7770017140818
1002_1,1965,1,222,40.8749422854164
1002_1,1965,1,223,43.0776399324509
1002_1,1965,1,225,41.1260907583181
1002_1,1965,1,226,41.4459740438662
1002_1,1965,1,227,43.5744199720197
1002_1,1965,1,229,44.9170275082458
1002_1,1965,1,230,41.813664107929
1002_1,1965,1,231,45.1888075984795
1002_1,1965,1,232,42.653105011567
1002_1,1965,1,233,42.7400194326061
1002_1,1965,1,234,41.6873840148153
1002_1,1965,1,235,41.0153221348654
1002_1,1965,1,236,40.5512478922058
1002_1,1965,1,237,42.3925082444212
1002_1,1965,1,238,41.7590123341179
1002_1,1965,1,239,41.2510047318895
1002_1,1965,1,240,41.3745543875633
1002_1,1965,1,241,42.9228008225826
1002_1,1965,1,242,41.0487503898985
1002_1,1965,1,243,41.4333327636882
1002_1,1965,1,244,42.3380180250501
1002_1,1965,1,245,42.5707644583655
1002_1,1965,1,247,38.5224340155458
1002_1,1965,1,248,40.0856457726443
1002_1,1965,1,249,41.7984554507353
1002_1,1965,1,250,41.6703877536937
1002_1,1965,1,251,41.0341896660281
1002_1,1965,1,252,39.6448774362954
1002_1,1965,1,253,43.0552118808914
1002_1,1965,1,254,41.0482193251148
1002_1,1965,1,255,40.689475330708
1002_1,1965,1,256,40.8722085220967
1002_1,1965,1,257,40.5139352550727
1002_1,1965,1,258,42.2432183655662
1002_1,1965,1,260,38.7529282984387
1002_1,1965,1,261,41.2845569777947
1002_1,1965,1,262,39.647731158693
1002_1,1965,1,263,40.1673913974238
1002_1,1965,1,264,43.066240919888
1002_1,1965,1,266,40.2336827412288
1002_1,1965,1,267,39.1661688514777
1002_1,1965,1,268,39.5312505089053
1002_1,1965,1,270,39.3774742367974
1002_1,1965,1,271,39.6250507886623
1002_1,1965,1,272,42.120119327464
1002_1,1965,1,273,39.3637751130197
1002_1,1965,1,274,39.3828911152118
1002_1,1965,1,275,41.5585104071837
1002_1,1965,1,276,37.3629996110677
1002_1,1965,1,277,38.1539249326361
1002_1,1965,1,278,39.6681950313515
1002_1,1965,1,279,38.7397380382955
1002_1,1965,1,281,38.6089341332096
1002_1,1965,1,282,39.1308345821616
1002_1,1965,1,283,37.1414660520674
1002_1,1965,1,284,41.3333519600452
1002_1,1965,1,285,35.4313814592331
1002_1,1965,1,286,38.1762947271029
1002_1,1965,1,287,39.363262678386
1002_1,1965,1,288,38.4601117563881
1002_1,1965,1,289,38.2882664444395
1002_1,1965,1,290,38.1601634421749
1002_1,1965,1,291,40.0916089554013
1002_1,1965,1,292,39.0822326701921
1002_1,1965,1,294,37.5243771481712
1002_1,1965,1,295,36.7485569042659
1002_1,1965,1,296,42.970188154877
1002_1,1965,1,297,37.2715932681509
1002_1,1965,1,298,38.3256080207227
1002_1,1965,1,299,38.1977179096263
1002_1,1965,1,300,35.7950799436237
1002_1,1965,1,301,37.9154579211884
1002_1,1965,1,304,37.7081018385515
1002_1,1965,1,305,35.5579142805387
1002_1,1965,1,306,35.4791981054154
1002_1,1965,1,307,34.530085450477
1002_1,1965,1,308,35.2755006552451
1002_1,1965,1,309,37.3437487571862
1002_1,1965,1,310,36.7278336107688
1002_1,1965,1,311,36.752614442278
1002_1,1965,1,312,35.0535713068335
1002_1,1965,1,313,36.3591655501041
1002_1,1965,1,314,34.3525796865536
1002_1,1965,1,315,37.2472277006787
1002_1,1965,1,316,34.712162482182
1002_1,1965,1,317,35.4120006005084
1002_1,1965,1,318,36.732469806751
1002_1,1965,1,319,38.8463960453634
1002_1,1965,1,320,34.0886791886144
1002_1,1965,1,321,38.4417093030589
1002_1,1965,1,322,31.8077381927368
1002_1,1965,1,323,37.0166172153326
1002_1,1965,1,324,36.4389085972403
1002_1,1965,1,325,36.1098129130418
1002_1,1965,1,326,35.1581245879098
1002_1,1965,1,327,35.0715867256363
1002_1,1965,1,329,35.3704763216189
1002_1,1965,1,330,35.7756472690124
1002_1,1965,1,331,35.0199337181282
1002_1,1965,1,332,37.7776845805635
1002_1,1965,1,333,36.3024348112198
1002_1,1965,1,334,36.7433006729278
1002_1,1965,1,335,33.6257626438341
1002_1,1965,1,336,34.2098668389746
1002_1,1965,1,338,33.3411205305325
1002_1,1965,1,339,35.7743275841786
1002_1,1965,1,340,35.3859411491128
1002_1,1965,1,341,32.7305539954724
1002_1,1965,1,342,34.0264693169681
1002_1,1965,1,344,34.905018439244
1002_1,1965,1,346,35.0041721746025
1002_1,1965,1,347,33.997067697733
1002_1,1965,1,348,32.3896884566476
1002_1,1965,1,349,33.5336078183083
1002_1,1965,1,350,30.8436707534514
1002_1,1965,1,351,33.5037113269057
1002_1,1965,1,352,33.1770832927674
1002_1,1965,1,353,33.1594155587335
1002_1,1965,1,354,33.5546997974811
1002_1,1965,1,355,33.0674863675273
1002_1,1965,1,356,33.5938679764735
1002_1,1965,1,357,33.2118310597905
1002_1,1965,1,358,32.5178033421232
1002_1,1965,1,359,35.5092772700756
1002_1,1965,1,360,31.3934024365612
1002_1,1965,1,362,31.2716962590903
1002_1,1965,1,363,32.2595008047681
1002_1,1965,1,364,33.2464453744841
1002_1,1965,1,365,34.9461161947292
1002_1,1965,1,366,31.6199216863688
1002_1,1965,1,367,33.1227228563456
1002_1,1965,1,368,33.0595296399643
1002_1,1965,1,369,33.2381058713407
1002_1,1965,1,370,33.2159479549296
1002_1,1965,1,371,31.2743806289073
1002_1,1965,1,372,31.3571288204711
1002_1,1965,1,374,30.6469915419849
1002_1,1965,1,375,31.7382682202529
1002_1,1965,1,376,31.1923500340972
1002_1,1965,1,377,31.5087023584672
1002_1,1965,1,378,31.9347567762653
1002_1,1965,1,379,27.454864078854
1002_1,1965,1,380,30.9556776120291
1002_1,1965,1,381,32.3095522039409
1002_1,1965,1,383,30.59224126469
1002_1,1965,1,384,30.5134377457997
1002_1,1965,1,385,30.3291290289294
1002_1,1965,1,386,31.1300112070919
1002_1,1965,1,387,30.121636053317
1002_1,1965,1,388,27.3882206829347
1002_1,1965,1,389,31.7253001824732
1002_1,1965,1,390,31.1377808368467
1002_1,1965,1,391,34.3638492543609
1002_1,1965,1,392,30.5238557674151
1002_1,1965,1,393,32.4955262095296
1002_1,1965,1,394,28.4467448156689
1002_1,1965,1,395,29.9241342309167
1002_1,1965,1,396,29.8957288108219
1002_1,1965,1,397,31.056667507493
1002_1,1965,1,398,28.2953879186882
1002_1,1965,1,399,29.1245827336704
1002_1,1965,1,400,32.8326417319212
1024_1,1692,1,6,15.0656934188955
1024_1,1692,1,7,18.1048714843985
1024_1,1692,1,8,15.1109625572069
1024_1,1692,1,9,16.581939847585
1024_1,1692,1,12,16.270876558
1024_1,1692,1,13,15.9709127583199
1024_1,1692,1,14,15.1669184057673
1024_1,1692,1,15,15.8639052707882
1024_1,1692,1,16,16.5564383078276
1024_1,1692,1,17,15.5041668566517
1024_1,1692,1,18,14.3197605308567
1024_1,1692,1,19,15.9224734487263
1024_1,1692,1,20,18.0294936656427
1024_1,1692,1,21,14.2048118605098
1024_1,1692,1,22,18.0000942218559
1024_1,1692,1,23,17.0294321358642
1024_1,1692,1,24,15.4205031101216
1024_1,1692,1,25,17.5865311015344
1024_1,1692,1,26,15.8668453942344
1024_1,1692,1,27,18.2806941747025
1024_1,1692,1,28,16.42893382935
